"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"GENE_0150",78.9586650680383,0.258623404993083,0.191217244894809,1.35251088433658,0.176211939252166,0.731169872415628
"GENE_0475",30.2104010731379,0.329588784501422,0.243374986262337,1.35424264244705,0.175658978603247,0.731169872415628
"GENE_0857",49.5447784673386,0.321603006896342,0.23760801470568,1.35350235258143,0.17589519896755,0.731169872415628
"GENE_0826",84.7821649230729,0.291487542175115,0.218833835007967,1.33200399364433,0.182858876194109,0.755615190884748
"GENE_0372",310.673873827656,-0.213085006004731,0.160306811058619,-1.32923239254515,0.183771311287528,0.756260540277894
"GENE_0369",272.200759543578,0.227961200083869,0.172526977891246,1.32130755937525,0.186398834453233,0.7619609750209
"GENE_0742",117.371389225828,-0.218304037077981,0.165323841676151,-1.32046312779019,0.18668043888012,0.7619609750209
"GENE_0683",79.6545803453233,0.297920036549244,0.226779080436792,1.3137015811839,0.188946648657669,0.768075807551502
"GENE_0315",120.50047990078,-0.230244396528223,0.175815115654061,-1.30958248766994,0.190337115935402,0.769688285659271
"GENE_0825",57.9786121515652,-0.25768325852128,0.19700971707634,-1.30797232920968,0.190882694843499,0.769688285659271
"GENE_0451",507.459591143358,0.229527395189827,0.176336237680006,1.30164620845743,0.193037355876131,0.775250425205343
"GENE_0180",183.374958701532,-0.237368714523898,0.183014966134747,-1.29699072997742,0.194634376399718,0.777416447729223
"GENE_0440",29.4100822920048,0.325614767427105,0.252569228761798,1.28920996838533,0.197325100421922,0.777416447729223
"GENE_0661",210.142143344931,-0.233844251249621,0.181466321214771,-1.28863719550946,0.197524245962538,0.777416447729223
"GENE_0693",79.1571567325402,-0.266504936454656,0.206092916108455,-1.29313001866794,0.1959660943823,0.777416447729223
"GENE_0987",81.8711652486786,0.338272605868062,0.262924159076628,1.28657863566457,0.198241194170952,0.777416447729223
"GENE_0990",134.495226952534,-0.234602482457815,0.181154999378559,-1.29503730651986,0.195307360240878,0.777416447729223
"GENE_0595",326.779355652345,-0.222213766634892,0.174418963811578,-1.27402297192263,0.202655275043776,0.782839418442245
"GENE_0763",22.6632312736922,-0.351434909415159,0.275272425920559,-1.27668039484848,0.201715105729282,0.782839418442245
"GENE_0770",116.25212110036,0.288324178989276,0.226012100178308,1.27570240160509,0.202060739307489,0.782839418442245
"GENE_0829",27.2144406043216,-0.35980032863244,0.282475384569704,-1.27374046832621,0.202755409376542,0.782839418442245
"GENE_0154",193.783928084327,0.249523181274023,0.196615873519024,1.26908970678748,0.204409071038946,0.785174825014594
"GENE_0243",79.209778278726,-0.302829862813786,0.238894794093388,-1.26762855575415,0.204930629328809,0.785174825014594
"GENE_0323",26.7184234847658,0.341288637830004,0.270433624541324,1.26200519040062,0.206946918702455,0.786870413317321
"GENE_0863",300.451858985912,-0.247316367536824,0.195651443897293,-1.26406615055012,0.20620628479926,0.786870413317321
"GENE_0308",77.851528345142,-0.246577782338087,0.196915211277478,-1.25220281733659,0.210495969682382,0.791338231888656
"GENE_0692",172.043539297974,-0.240047967559206,0.191501725539063,-1.25350289603652,0.210022745787478,0.791338231888656
"GENE_0972",493.124986203283,0.230816906059901,0.184098312901344,1.25376980604701,0.209925686872896,0.791338231888656
"GENE_0945",122.472895882323,0.252547627222016,0.202471674361153,1.24732325160477,0.212278995128281,0.795052416210791
"GENE_0948",34.3796862446853,0.331355298298918,0.268048540783977,1.23617646762704,0.216392975910489,0.807436477277944
"GENE_0505",593.451011299149,-0.244997811475292,0.199862381752041,-1.22583254201007,0.220261698413746,0.818816722727682
"GENE_0286",34.9387238453527,0.288574877661989,0.235964360581101,1.22295958996234,0.221344959531604,0.819796146413348
"GENE_0153",30.595941439462,0.335781592321271,0.275649792501624,1.21814563789049,0.223168633557645,0.823500492832638
"GENE_0142",216.260082721849,-0.209262263070036,0.172611024637148,-1.2123342846144,0.225384445057889,0.82372882255695
"GENE_0279",326.884808845675,0.200052219822498,0.166366785339008,1.20247692118862,0.229178802531263,0.82372882255695
"GENE_0340",52.2076737231758,-0.295984457703798,0.245871804793591,-1.20381618360949,0.228660633151514,0.82372882255695
"GENE_0379",33.7857256686693,0.294601990765276,0.245767618825065,1.19870140815813,0.230644070315946,0.82372882255695
"GENE_0382",84.0705073599869,0.219909521644925,0.18267150949761,1.20385232623154,0.228646660904221,0.82372882255695
"GENE_0702",302.336576008234,0.236977372652224,0.197440635064328,1.20024620349815,0.230043735995909,0.82372882255695
"GENE_0753",75.7953158867597,-0.248215611630727,0.206506616204062,-1.20197413619644,0.229373548925333,0.82372882255695
"GENE_0916",19.6225880861932,-0.347835290769689,0.288894859854965,-1.20402035170966,0.228581712516649,0.82372882255695
"GENE_0999",129.472302852656,0.257679025124637,0.214024183990766,1.20397153405689,0.228600581085552,0.82372882255695
"GENE_0293",30.644547331487,-0.311195924970005,0.260929705532605,-1.19264276305681,0.233009310632987,0.829214628587141
"GENE_0218",332.451538879237,-0.234852863756808,0.198114838208791,-1.18543803119532,0.235844302369923,0.836327313368522
"GENE_0129",318.719513426251,-0.246046325811428,0.209095144821882,-1.17671945956001,0.239307498217229,0.844380206615571
"GENE_0241",31.6682224376543,-0.279803929114302,0.238034394498028,-1.17547688729756,0.239803978678822,0.844380206615571
"GENE_0045",115.673941542783,-0.217525688981466,0.186163386290912,-1.16846654605619,0.242618625917682,0.845361065915269
"GENE_0567",44.8803295486684,0.271051173669995,0.231767513081121,1.16949597493901,0.242203861987856,0.845361065915269
"GENE_0782",18.4479713543221,-0.366206897278736,0.312570188388016,-1.17159892684371,0.241358119137709,0.845361065915269
"GENE_0897",27.7350336941152,-0.293724950783886,0.252988345876245,-1.16102166590539,0.245633088670338,0.852892668994231
"GENE_0148",21.5479797200422,0.327121443090858,0.282428549738271,1.15824495573838,0.246764087185299,0.853744947189181
"GENE_0364",44.586457318541,-0.283592530556171,0.245654179033488,-1.15443804649263,0.248320624455766,0.853744947189181
"GENE_0542",310.780744541717,0.245286525259364,0.213294160943579,1.14999174930179,0.25014726952643,0.853744947189181
"GENE_0750",26.8256262592587,-0.337638940810125,0.292882396401099,-1.15281404740943,0.248986717330121,0.853744947189181
"GENE_0769",483.670727853971,-0.170084276129003,0.1476731136552,-1.15176196884512,0.249418899810374,0.853744947189181
"GENE_0533",22.3341314657574,-0.357459331377465,0.312145970498147,-1.14516721393841,0.252139896895369,0.854711514899556
"GENE_0537",82.8524359640878,0.221979479768921,0.193622810216111,1.14645314527333,0.251607703635327,0.854711514899556
"GENE_0861",49.0070099507476,0.2532076603757,0.221654147485776,1.14235471453088,0.253306606792882,0.855765563489468
"GENE_0224",323.619077628647,0.170334411127904,0.150876760436375,1.12896386849275,0.258913075967648,0.87176119854427
"GENE_0751",53.3264732156121,0.237104882755151,0.210942843412002,1.12402430402463,0.261002715587878,0.875848038885498
"GENE_0022",31.7033685553338,0.275429761296879,0.247048518773434,1.1148812494985,0.264901312773186,0.877562477330105
"GENE_0213",44.9105043546973,-0.238836406528242,0.213505011236983,-1.1186454366785,0.26329143129454,0.877562477330105
"GENE_0300",487.325764684952,-0.262749710734526,0.235501894065089,-1.11570105105782,0.264550120524921,0.877562477330105
"GENE_0334",34.350356527304,0.286920089481379,0.259317169741411,1.10644462828086,0.268534118063012,0.877562477330105
"GENE_0747",194.507807314302,-0.203400895220026,0.183053917102855,-1.11115292389912,0.266502530629527,0.877562477330105
"GENE_0768",117.714038499181,-0.205105211206648,0.184876694101868,-1.10941626365102,0.267250649503055,0.877562477330105
"GENE_0812",50.902173292314,0.257373100435133,0.232603979379702,1.10648623089546,0.268516120456269,0.877562477330105
"GENE_0995",23.5305373125271,-0.363518371954568,0.328133346237796,-1.10783733540793,0.267932072701236,0.877562477330105
"GENE_0800",56.4876887647032,-0.228789080673704,0.207596931059241,-1.10208315463206,0.270425522125291,0.880864892916258
"GENE_0384",22.5511043709694,0.333315109169595,0.303219875494939,1.09925218004107,0.271658084324837,0.881655712390533
"GENE_0429",192.130716259661,0.193859488589511,0.177187926486572,1.09408971837707,0.273915631310902,0.881655712390533
"GENE_0473",545.81650010826,-0.202403102546354,0.185104518356305,-1.09345306286231,0.274194926553456,0.881655712390533
"GENE_0546",52.7198618818991,-0.242753281541298,0.221431428760986,-1.09629099581581,0.272951448559018,0.881655712390533
"GENE_0410",50.291550161634,-0.289248511136679,0.265711077225525,-1.08858281015953,0.276337900570808,0.881954805836671
"GENE_0578",50.3978303741529,0.233131692904239,0.214334897910414,1.08769824782188,0.276728341519027,0.881954805836671
"GENE_0739",508.249622374541,0.20452857777709,0.188118425639049,1.08723309310236,0.276933809032715,0.881954805836671
"GENE_0003",30.3694547319653,-0.297558187360395,0.276072432897675,-1.07782651182229,0.281111185770614,0.883812818841402
"GENE_0088",500.864111022769,0.209101445676882,0.195735969654276,1.06828318804261,0.28539278972861,0.883812818841402
"GENE_0248",314.712063173947,-0.217092912174618,0.202314644369402,-1.07304596190394,0.283250494669066,0.883812818841402
"GENE_0437",490.928737495767,-0.199696681653506,0.186439807219307,-1.07110538587183,0.284122046797052,0.883812818841402
"GENE_0719",19.9896968703711,0.312524390553779,0.292596089297945,1.0681085700894,0.285471540485773,0.883812818841402
"GENE_0771",284.701785476355,-0.183712911861085,0.171518372269291,-1.07109757065936,0.284125560433794,0.883812818841402
"GENE_0796",306.46264715663,0.212313336189559,0.19697463903314,1.07787143173207,0.281091136143298,0.883812818841402
"GENE_0823",19.8917361832558,0.316841585558343,0.29509896856426,1.07367906807627,0.282966546067188,0.883812818841402
"GENE_0902",22.758333822006,0.296085819769654,0.276037451188682,1.07262916134981,0.283437535371183,0.883812818841402
"GENE_0888",183.757738619636,0.177296180736936,0.167185676727287,1.06047470218482,0.28892869299781,0.891755225301884
"GENE_0412",30.3537557875075,-0.277178225987352,0.262073775782705,-1.05763434422058,0.290222178526218,0.892991318542208
"GENE_0091",96.5327412834861,-0.201329206953515,0.198194391239024,-1.01581687400382,0.309716599086107,0.895911487917237
"GENE_0109",27.534885084074,0.269841428905086,0.259696256237433,1.03906553299859,0.298774259400326,0.895911487917237
"GENE_0174",125.236651522239,-0.2349616900914,0.229111496936088,-1.02553426272163,0.30511116727326,0.895911487917237
"GENE_0221",524.166635179797,0.212260549313635,0.202301783336497,1.04922727725327,0.294073527199612,0.895911487917237
"GENE_0460",48.0833653415293,0.237758887205681,0.23238008908722,1.02314655330235,0.30623855874007,0.895911487917237
"GENE_0479",200.833203141113,-0.1961879353101,0.190424754106683,-1.03026487407298,0.302885683356469,0.895911487917237
"GENE_0503",310.477832572024,-0.204830239910005,0.20063490046583,-1.02091031736968,0.307296930509458,0.895911487917237
"GENE_0529",73.0615199163711,-0.202900952855929,0.19694085708736,-1.03026337884741,0.30288638506556,0.895911487917237
"GENE_0564",455.715062551652,0.180036498985975,0.176762963111304,1.01851935392489,0.308431208008488,0.895911487917237
"GENE_0577",43.8344189377515,-0.253631852257684,0.242195800341934,-1.04721820898465,0.294998948922274,0.895911487917237
"GENE_0587",71.5625541118347,0.198245782486829,0.195267422816785,1.01525272176526,0.309985374819364,0.895911487917237
"GENE_0602",528.047600858183,0.175778135309773,0.168967104727365,1.04030980227422,0.29819599156813,0.895911487917237
"GENE_0615",121.925131528442,0.218407607496488,0.212914310349743,1.0258005069632,0.304985627083524,0.895911487917237
"GENE_0663",84.6634446130275,0.216741920343185,0.212453494271612,1.02018524612304,0.307640613496126,0.895911487917237
"GENE_0688",51.845461916193,-0.230690235402257,0.224277556125674,-1.02859260367983,0.303671155025068,0.895911487917237
"GENE_0744",212.960885855931,0.204642462924128,0.200045455303565,1.02297981533041,0.306317389482864,0.895911487917237
"GENE_0761",116.472315557215,-0.199592540142564,0.196074051816508,-1.01794469127077,0.308704241263796,0.895911487917237
"GENE_0774",52.9994848273179,0.234473577714858,0.228633260977311,1.02554447551761,0.305106351076364,0.895911487917237
"GENE_0787",229.582542564156,0.183698373501635,0.176789134615568,1.03908180726769,0.298766691188061,0.895911487917237
"GENE_0820",19.9184892486069,-0.302772772837302,0.290273067038367,-1.04306188626616,0.296919631391641,0.895911487917237
"GENE_0837",28.8949781331769,0.260946579318157,0.248347880600167,1.05073004322623,0.293382593594084,0.895911487917237
"GENE_0389",45.7631659374876,0.212604705984911,0.212393063693081,1.00099646517711,0.316828517324248,0.898345512635668
"GENE_0597",20.4366746981105,0.282701274186914,0.279510648575432,1.01141504135081,0.311817825079828,0.898345512635668
"GENE_0635",84.5678779279031,0.192957159241307,0.192369238392748,1.00305621030405,0.315833741124827,0.898345512635668
"GENE_0662",198.792121685534,0.198367944231092,0.198192420451112,1.00088562307065,0.316882107935245,0.898345512635668
"GENE_0833",213.188982182268,0.215944111064272,0.214895865816393,1.00487792188973,0.314955636733421,0.898345512635668
"GENE_0938",302.783246863357,-0.155259240371674,0.155196839518231,-1.00040207554249,0.317115965960391,0.898345512635668
"GENE_0961",471.259320712766,-0.166918626405826,0.165502164018387,-1.00855857321166,0.313186383481202,0.898345512635668
"GENE_0175",305.976118329705,0.199391815616205,0.200407678465826,0.994931018325261,0.319769815508065,0.899659784598245
"GENE_0185",328.605509484928,-0.164157160559418,0.164869131710917,-0.995681598222117,0.319404873876576,0.899659784598245
"GENE_0606",224.127559954253,0.162999588410162,0.164002472110848,0.993884947660984,0.320278883316975,0.899659784598245
"GENE_0470",338.846491543479,-0.174814319647121,0.177102174994185,-0.987081720779886,0.323602578045213,0.906449798445975
"GENE_0102",180.085952987644,0.193000797438446,0.196339588295492,0.982994815839072,0.325609990139167,0.909525112120578
"GENE_0637",230.881422213372,-0.201098294478154,0.205151136636188,-0.980244602957183,0.326965392464352,0.910767109928556
"GENE_0200",49.6025988184853,0.221732635041777,0.227534944782327,0.974499258801319,0.329808706980952,0.91613529716931
"GENE_0254",54.3924240309637,-0.204874982292689,0.210775686843978,-0.972004814029347,0.33104815364163,0.91703089651421
"GENE_0846",114.258250945824,0.182149705031576,0.188329056563001,0.967188538804375,0.333449790637451,0.921132018335499
"GENE_0998",309.037466507577,-0.160447438432849,0.16648749203063,-0.963720676405707,0.335185985215973,0.923377369740973
"GENE_0064",359.670884087168,-0.17587285249777,0.182924162818898,-0.961452275016779,0.336324810888266,0.92396926068205
"GENE_0096",30.0134350711657,0.266731246835564,0.278739086272063,0.956920862455659,0.33860720024258,0.924517702275095
"GENE_0229",29.2538782482549,-0.242334058795929,0.252838786063342,-0.958452864645611,0.337834448871948,0.924517702275095
"GENE_0580",76.7943358518414,-0.198626852449367,0.208024468660816,-0.954824467179526,0.339666472042141,0.924517702275095
"GENE_0672",19.5599325810257,0.27155216676506,0.284727747826694,0.95372568651211,0.340222514437235,0.924517702275095
"GENE_0056",54.7640440116835,-0.190726277319243,0.200850946030478,-0.949591132572017,0.342320045910468,0.927696601383381
"GENE_0077",506.555648026373,-0.191847788600278,0.203618822345549,-0.942190836732687,0.346094944457464,0.932870470235752
"GENE_0136",20.1928207305324,0.266850188523109,0.282899244696839,0.943269356583373,0.345543145652609,0.932870470235752
"GENE_0143",172.444491163853,-0.207625126861304,0.220792015478602,-0.940365195775959,0.347030268363724,0.932877065493881
"GENE_0006",20.2215033252801,0.28595494160649,0.306656714033625,0.932492029426545,0.351082303952,0.935879383135568
"GENE_0106",69.0387103054623,0.209762657234607,0.22695193288666,0.924260280873495,0.355350817142536,0.935879383135568
"GENE_0441",43.0583270389899,0.21942637361988,0.234745270029679,0.934742470389875,0.349921033972317,0.935879383135568
"GENE_0604",319.866690464735,0.168953273115043,0.182159720244557,0.927500727867916,0.353666614045912,0.935879383135568
"GENE_0789",48.7784122624421,-0.240073349751396,0.259636206831825,-0.924652815879796,0.355146530439795,0.935879383135568
"GENE_0929",487.651924015263,0.146795032135254,0.158567878892985,0.925755160251109,0.354573234608855,0.935879383135568
"GENE_0930",121.648270772193,-0.167653300136755,0.181498738057584,-0.923716065086711,0.355634165591516,0.935879383135568
"GENE_0944",217.420636492175,-0.173899611869421,0.187139623231296,-0.929250625104067,0.352759216852359,0.935879383135568
"GENE_0220",117.550508351179,-0.195642151463667,0.213287833842327,-0.917268218909734,0.359002106799266,0.942067885114271
"GENE_0452",196.712375769458,0.18871261894655,0.206105229452834,0.915612958717943,0.359869932113651,0.942067885114271
"GENE_0002",192.923606428626,0.151769657794462,0.189120247858336,0.802503483964065,0.422261773894399,0.943865600591514
"GENE_0027",507.541352146682,0.160645944804045,0.205476085938527,0.781823072355512,0.434318559633006,0.943865600591514
"GENE_0028",133.863066177288,0.153197908290671,0.18629429100525,0.822343548285939,0.410881398327379,0.943865600591514
"GENE_0033",320.124051096395,0.143873421756633,0.178418447400372,0.806381984895209,0.420022631146649,0.943865600591514
"GENE_0036",127.493819489442,-0.142975699198949,0.179126060871475,-0.79818480071158,0.424763256374237,0.943865600591514
"GENE_0051",50.4773350297941,0.198818750585727,0.232902375711541,0.85365703109861,0.393295048823131,0.943865600591514
"GENE_0059",127.686400162739,-0.189883203452824,0.228262057861378,-0.831864941689694,0.405485182462908,0.943865600591514
"GENE_0060",29.2356402243364,-0.203980774273971,0.256447636071864,-0.795409064393986,0.426375588902666,0.943865600591514
"GENE_0066",51.5675970316052,0.18706048413036,0.224644866078776,0.832694231546623,0.405017198642334,0.943865600591514
"GENE_0080",18.5320134578468,-0.228016654857003,0.294164882461742,-0.775132140005388,0.438261581694426,0.943865600591514
"GENE_0108",31.3992028294691,0.224757553789985,0.268107673048401,0.838310784747328,0.40185618042554,0.943865600591514
"GENE_0110",135.837973271028,0.182407042817997,0.207692905827463,0.87825360279531,0.379806108586747,0.943865600591514
"GENE_0120",198.927615169547,0.154878156573229,0.199377870194194,0.77680715729573,0.437272553420287,0.943865600591514
"GENE_0123",29.8415572393311,0.190589055382976,0.24968879401948,0.763306403602986,0.445280683989048,0.943865600591514
"GENE_0137",289.507731769067,0.121392326009081,0.162526640404567,0.74690724983244,0.455119549445962,0.943865600591514
"GENE_0139",292.00271099214,-0.157581912314541,0.207531097956079,-0.759317104118489,0.447662888259212,0.943865600591514
"GENE_0141",206.344831183559,0.162048825452148,0.197601959913003,0.820077015043233,0.412172204383022,0.943865600591514
"GENE_0146",47.317788467717,0.184031689831332,0.234469877471037,0.784884147235776,0.432521497505931,0.943865600591514
"GENE_0149",92.2341569845188,-0.169848761973355,0.22370278620069,-0.75926082485615,0.447696547071638,0.943865600591514
"GENE_0160",281.224457186283,0.166742021468355,0.200792126267901,0.83042111544695,0.406300731242009,0.943865600591514
"GENE_0164",74.6772635971507,0.163977892094831,0.219109969267476,0.748381703685315,0.454229955243408,0.943865600591514
"GENE_0214",59.6850671561037,-0.185742748535168,0.222790088624357,-0.833711902006317,0.40444334958802,0.943865600591514
"GENE_0217",132.756493976038,0.169991880628672,0.211072704739273,0.805371214807971,0.420605497468947,0.943865600591514
"GENE_0228",29.4969218864859,0.208845431321769,0.267972655349782,0.779353516683129,0.435771497686332,0.943865600591514
"GENE_0244",120.811668464965,0.170108340581797,0.188838609743559,0.900813349625916,0.367687568448495,0.943865600591514
"GENE_0249",52.6917857093986,0.238179869185485,0.262929525976888,0.905869617725709,0.365004867201686,0.943865600591514
"GENE_0255",296.734834036726,0.158366118653017,0.19492820762642,0.812433052052301,0.416543187178226,0.943865600591514
"GENE_0284",127.903950914837,-0.199258049567766,0.224790534299665,-0.886416548581792,0.375393104984351,0.943865600591514
"GENE_0285",79.2829500076186,-0.180099180727145,0.237996528404799,-0.756730284825086,0.449211467074591,0.943865600591514
"GENE_0292",251.360412326348,-0.1297486632009,0.166946797552378,-0.777185696899589,0.437049219595949,0.943865600591514
"GENE_0313",45.2275135661917,-0.184793357977437,0.234104405757606,-0.789363008267234,0.429899869906378,0.943865600591514
"GENE_0324",483.656244371527,0.15222492730045,0.2048948849755,0.742941568886172,0.457517057165257,0.943865600591514
"GENE_0335",50.7460940945281,-0.183724857163139,0.224325574345372,-0.819009859661723,0.412780788277741,0.943865600591514
"GENE_0338",92.0740699350081,0.147422053624918,0.182769722987289,0.806599972989894,0.419896989315785,0.943865600591514
"GENE_0347",191.695301445466,0.149146262154509,0.198214789283516,0.752447699254054,0.451781870798082,0.943865600591514
"GENE_0348",46.3774908934109,0.185970705103876,0.217421636219319,0.855345899964997,0.392359684118196,0.943865600591514
"GENE_0349",504.648332999826,0.170713947079068,0.220359485557986,0.774706596572379,0.438513052184935,0.943865600591514
"GENE_0350",190.372162069824,0.143009070769519,0.173739999861824,0.82312116313603,0.410439095080852,0.943865600591514
"GENE_0354",209.343926461853,0.14078679042868,0.176876787110836,0.795959677515282,0.426055472637977,0.943865600591514
"GENE_0367",77.6593093159832,-0.165380873303809,0.196044733184728,-0.84358743342508,0.398899988933744,0.943865600591514
"GENE_0368",32.7501101609333,-0.244247617020961,0.279940410790325,-0.872498601868172,0.382936430565378,0.943865600591514
"GENE_0377",19.6753045157312,0.279336945177248,0.310743032507247,0.898932287953174,0.368688728532174,0.943865600591514
"GENE_0402",33.6406808954797,0.254750077809012,0.300202536852476,0.848594020823348,0.396107235183507,0.943865600591514
"GENE_0414",285.516576343857,0.171538573054892,0.218458569696814,0.785222448782672,0.432323155676486,0.943865600591514
"GENE_0417",30.7407156340876,-0.232580709072326,0.283256067748862,-0.821097005690748,0.411591015473466,0.943865600591514
"GENE_0431",129.989723645879,-0.174324539244108,0.207029150974258,-0.842028953042383,0.399771747319168,0.943865600591514
"GENE_0443",19.9555884200419,-0.23921181726314,0.280325620930017,-0.853335547673179,0.39347325241597,0.943865600591514
"GENE_0447",198.728401499291,-0.156764856213967,0.192429188342232,-0.814662565302534,0.415265486845496,0.943865600591514
"GENE_0450",115.273263758567,0.158288672193635,0.200959352326645,0.787665119144831,0.430892613536299,0.943865600591514
"GENE_0453",287.46382814589,0.14147224855703,0.178620646800466,0.792026291983291,0.428345345947664,0.943865600591514
"GENE_0459",83.1909736084722,-0.148078697030506,0.189516669758383,-0.781349193288873,0.434597144392981,0.943865600591514
"GENE_0476",21.7087783935104,-0.231639545581391,0.29951144489292,-0.773391299501778,0.439290837514257,0.943865600591514
"GENE_0484",205.050215086993,-0.154422787798904,0.2038762939093,-0.757433759648405,0.448790036888142,0.943865600591514
"GENE_0499",19.2439120308799,-0.250537183090161,0.31760711028463,-0.788827375009449,0.430212907327109,0.943865600591514
"GENE_0512",32.1545980942364,-0.214870210645942,0.25363953592321,-0.847147941127738,0.396912666183936,0.943865600591514
"GENE_0517",31.2259383407474,-0.211760064116072,0.256191753914578,-0.82656861854609,0.40848161036921,0.943865600591514
"GENE_0521",76.666368291385,0.193842963459263,0.219023545545057,0.885032533725403,0.376139084782241,0.943865600591514
"GENE_0549",274.187905515472,0.162931237333006,0.185404985365392,0.878785632500142,0.379517517832488,0.943865600591514
"GENE_0571",85.7981802762032,0.146968518040613,0.19232977203141,0.76414855842813,0.44477871784384,0.943865600591514
"GENE_0575",51.9300244777201,0.194644150606914,0.245241559358613,0.793683383501443,0.427379776088061,0.943865600591514
"GENE_0584",43.558688311963,0.218117790670506,0.242420168689344,0.899751006072514,0.368252772763167,0.943865600591514
"GENE_0588",20.6794551108993,0.25223363815027,0.308414132904041,0.817840725310565,0.413448140203774,0.943865600591514
"GENE_0618",112.2234080434,0.178121498232618,0.201839563011086,0.882490506694341,0.377511611255529,0.943865600591514
"GENE_0654",131.855988574033,-0.191282038213764,0.234797646759105,-0.814667612107769,0.415262597227071,0.943865600591514
"GENE_0655",233.069521775216,0.194503760699249,0.22142403123975,0.878422091812821,0.379714699898643,0.943865600591514
"GENE_0656",50.3253221877114,-0.183773993959933,0.210058194670132,-0.874871814682237,0.381643656529291,0.943865600591514
"GENE_0666",106.314686434827,0.17967916821983,0.21044293709294,0.853814201141266,0.393207944659164,0.943865600591514
"GENE_0673",269.44511291129,0.163499553808247,0.18627063720077,0.877752695031695,0.380077941030205,0.943865600591514
"GENE_0687",120.177468465329,-0.160799228613186,0.180600933870152,-0.890356573287691,0.37327445271606,0.943865600591514
"GENE_0697",334.617155268082,-0.176408577271136,0.195174884874615,-0.903848757920189,0.366075603572473,0.943865600591514
"GENE_0707",77.6653120358791,-0.161393102635387,0.213022092936688,-0.757635512873089,0.448669214140671,0.943865600591514
"GENE_0708",208.724903020319,-0.149000686795053,0.197298717130295,-0.755203525710985,0.450126873517456,0.943865600591514
"GENE_0718",48.6732437322289,0.191883090313318,0.225152477502015,0.852236193188682,0.394083012282035,0.943865600591514
"GENE_0723",542.270755999585,-0.146560144556279,0.168874602019621,-0.867863745071927,0.385468928382214,0.943865600591514
"GENE_0730",46.977024871593,-0.165609472403064,0.222250894687196,-0.745146482474901,0.456183171653954,0.943865600591514
"GENE_0731",571.081712285372,-0.152942302292146,0.171570207550962,-0.891426923562575,0.372700179185212,0.943865600591514
"GENE_0738",82.3660982397616,-0.135084382248579,0.181927929827215,-0.7425159093322,0.457774816286884,0.943865600591514
"GENE_0759",122.966869704624,0.137844478337005,0.18488754781417,0.745558475769027,0.45593417472622,0.943865600591514
"GENE_0795",323.418343344299,-0.134746847745856,0.168842563714133,-0.798062080921704,0.42483446484332,0.943865600591514
"GENE_0804",30.1482206957544,-0.225009411422697,0.271961791774522,-0.8273567031403,0.408034913394808,0.943865600591514
"GENE_0805",89.3693631627379,0.177207932011582,0.225810942837107,0.784762375928851,0.432592903343406,0.943865600591514
"GENE_0814",301.818391351267,-0.175919835711625,0.235819169026811,-0.745994638339278,0.455670653913977,0.943865600591514
"GENE_0821",28.9837232186784,0.207488297900529,0.24339077427702,0.852490397455951,0.393941966406103,0.943865600591514
"GENE_0822",287.539509684724,0.14439193334343,0.190482890161505,0.758030987565363,0.448432432155737,0.943865600591514
"GENE_0835",295.506006729336,0.153491940867255,0.181076653036989,0.8476627897242,0.396625794911354,0.943865600591514
"GENE_0850",29.5106218391589,0.196260822461724,0.261076343155001,0.75173728913923,0.452209061066768,0.943865600591514
"GENE_0864",30.4599243480404,0.247030628476675,0.286822952882369,0.86126520208439,0.389091996415603,0.943865600591514
"GENE_0871",26.8409681855339,-0.229640069484195,0.265856652475521,-0.863774020119129,0.387712042257054,0.943865600591514
"GENE_0878",20.0322953286666,0.223410909591579,0.296425769870661,0.753682480740657,0.451039904067663,0.943865600591514
"GENE_0881",18.0834685140764,0.244213063278787,0.300258520809969,0.813342657587216,0.416021626129751,0.943865600591514
"GENE_0882",51.2122702967337,0.209978407466671,0.230777977982046,0.909871944033614,0.362890047372557,0.943865600591514
"GENE_0885",47.2904292602472,0.177927222330964,0.21871381217372,0.813516167829587,0.415922180448931,0.943865600591514
"GENE_0913",73.3636967108401,0.150551749241002,0.180783300314242,0.832774647765078,0.404971835442423,0.943865600591514
"GENE_0919",127.350450016063,0.148161312163558,0.170814972008207,0.86737895643269,0.385734408045872,0.943865600591514
"GENE_0921",32.0828275680517,-0.217500979092757,0.247078205524987,-0.880292046118012,0.378701120340957,0.943865600591514
"GENE_0923",308.455403924407,0.150953037027861,0.187872789144792,0.803485367492587,0.421694250879093,0.943865600591514
"GENE_0926",503.947050081132,0.160254276365028,0.186627558973951,0.858684951172703,0.390514355266045,0.943865600591514
"GENE_0935",32.1625228905908,0.197972809109692,0.263718823429267,0.750696543141492,0.452835303920205,0.943865600591514
"GENE_0936",32.8793841187111,0.23217629385644,0.258143702862598,0.899407156873475,0.368435828480148,0.943865600591514
"GENE_0969",29.2636635556349,0.222432632400477,0.25744629679042,0.863996239889803,0.38758995613208,0.943865600591514
"GENE_0982",86.7998955427801,-0.16013003518424,0.203416138637094,-0.787204182800465,0.431162349058369,0.943865600591514
"GENE_0993",20.3861444420653,-0.268222464473705,0.307096321682953,-0.873414774243433,0.382437041002156,0.943865600591514
"GENE_0994",516.862326244073,0.138948458549742,0.164674534384314,0.843776234554075,0.398794458080079,0.943865600591514
